close,high,low,open,status,cost,volume,ticks,date_time
74219.5,74340.5,74140.0,74283.0,ok,1169410.0,15.74864444,1730864400000,2024-11-06 03:40:00
74387.5,74474.5,74236.0,74236.0,ok,2935440.0,39.45459684,1730864460000,2024-11-06 03:41:00
74346.5,74464.5,74346.5,74412.0,ok,1805670.0,24.26640671,1730864520000,2024-11-06 03:42:00
74379.0,74417.5,74314.5,74367.0,ok,1750670.0,23.53933033,1730864580000,2024-11-06 03:43:00
74418.0,74450.0,74360.5,74406.0,ok,2144810.0,28.82060206,1730864640000,2024-11-06 03:44:00
74376.5,74441.0,74345.5,74425.5,ok,829490.0,11.1462211,1730864700000,2024-11-06 03:45:00
74293.0,74384.0,74256.0,74384.0,ok,1384210.0,18.62556117,1730864760000,2024-11-06 03:46:00
74157.0,74311.5,74157.0,74311.5,ok,1090550.0,14.69245429,1730864820000,2024-11-06 03:47:00
74362.5,74376.0,74176.5,74176.5,ok,1600760.0,21.54885162,1730864880000,2024-11-06 03:48:00
74398.0,74414.0,74335.5,74361.5,ok,1552530.0,20.87454419,1730864940000,2024-11-06 03:49:00
74406.0,74415.5,74393.5,74397.5,ok,270630.0,3.63733895,1730865000000,2024-11-06 03:50:00
74398.5,74449.5,74374.5,74419.5,ok,1462810.0,19.65807275,1730865060000,2024-11-06 03:51:00
74374.5,74398.5,74299.5,74398.0,ok,1900100.0,25.5573579,1730865120000,2024-11-06 03:52:00
74434.5,74471.5,74360.5,74360.5,ok,1371580.0,18.43330148,1730865180000,2024-11-06 03:53:00
74321.5,74446.5,74315.5,74446.5,ok,3680120.0,49.4842154,1730865240000,2024-11-06 03:54:00
74327.5,74328.0,74229.0,74321.5,ok,1459740.0,19.65137893,1730865300000,2024-11-06 03:55:00
74319.5,74358.5,74242.0,74327.5,ok,2470820.0,33.24290405,1730865360000,2024-11-06 03:56:00
74316.5,74358.5,74282.0,74318.0,ok,2263080.0,30.45402344,1730865420000,2024-11-06 03:57:00
74331.5,74331.5,74254.0,74312.5,ok,564140.0,7.59149915,1730865480000,2024-11-06 03:58:00
74375.5,74375.5,74322.0,74335.0,ok,1253600.0,16.86342274,1730865540000,2024-11-06 03:59:00
74599.5,74602.0,74375.5,74375.5,ok,2703020.0,36.28895516,1730865600000,2024-11-06 04:00:00
74714.0,74714.0,74522.0,74599.5,ok,4205350.0,56.38193152,1730865660000,2024-11-06 04:01:00
74628.5,74734.5,74628.5,74714.0,ok,2314870.0,30.98561286,1730865720000,2024-11-06 04:02:00
74213.5,74633.0,74178.0,74628.0,ok,4136220.0,55.60904066,1730865780000,2024-11-06 04:03:00
74193.5,74296.0,74118.5,74214.5,ok,2357860.0,31.78793743,1730865840000,2024-11-06 04:04:00
73989.5,74198.5,73944.0,74196.5,ok,2898540.0,39.09905687,1730865900000,2024-11-06 04:05:00
74075.5,74075.5,73952.5,74011.0,ok,1434290.0,19.37750021,1730865960000,2024-11-06 04:06:00
